run_id	dataset_id	model_id	family	seed	split_id	condition_id	metric_name	metric_value	metric_direction	n_features_evaluated	metric_status	not_evaluable_reason
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	PTPN12+UBASH3A	relative_l2_response_error	0.52733026179395814	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	PTPN12+UBASH3A	gene_wise_spearman	0.81125757314825242	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	SGK1+S1PR2	relative_l2_response_error	0.50021788696461944	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	SGK1+S1PR2	gene_wise_spearman	0.82368560000539093	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	SGK1+TBX2	relative_l2_response_error	0.42017633620502459	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	SGK1+TBX2	gene_wise_spearman	0.84817058985954097	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	TBX3+TBX2	relative_l2_response_error	0.46681120440777601	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	TBX3+TBX2	gene_wise_spearman	0.86451383915993552	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	TGFBR2+CBARP	relative_l2_response_error	0.58319227741187796	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	TGFBR2+CBARP	gene_wise_spearman	0.68785357759036114	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	TGFBR2+IGDCC3	relative_l2_response_error	0.56017182081902461	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	TGFBR2+IGDCC3	gene_wise_spearman	0.82476091883003844	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	TGFBR2+PRTG	relative_l2_response_error	0.46395063026585537	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	TGFBR2+PRTG	gene_wise_spearman	0.8186226192749545	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	UBASH3B+OSR2	relative_l2_response_error	1.6472876362284985	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	UBASH3B+OSR2	gene_wise_spearman	0.45064703791131505	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	UBASH3B+PTPN12	relative_l2_response_error	0.32007112280703065	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	UBASH3B+PTPN12	gene_wise_spearman	0.85815346841921181	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	ZBTB10+PTPN12	relative_l2_response_error	0.43155856242719831	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	ZBTB10+PTPN12	gene_wise_spearman	0.85510299272984214	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	ZBTB10+SNAI1	relative_l2_response_error	0.32154627389740698	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	ZBTB10+SNAI1	gene_wise_spearman	0.88801262321995722	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	ZC3HAV1+CEBPE	relative_l2_response_error	1.2925413223641926	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S245	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	245	frozen_test_46	ZC3HAV1+CEBPE	gene_wise_spearman	0.60440243439537478	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	AHR+KLF1	relative_l2_response_error	0.954150158799704	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	AHR+KLF1	gene_wise_spearman	0.28273562197684854	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	BCL2L11+BAK1	relative_l2_response_error	1.7504915163840011	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	BCL2L11+BAK1	gene_wise_spearman	0.18924451366577305	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	BPGM+SAMD1	relative_l2_response_error	0.55435596120240216	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	BPGM+SAMD1	gene_wise_spearman	0.8459377441105167	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CBL+CNN1	relative_l2_response_error	0.36566618122407685	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CBL+CNN1	gene_wise_spearman	0.86004835765364829	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CBL+PTPN12	relative_l2_response_error	0.34650276808461872	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CBL+PTPN12	gene_wise_spearman	0.86771778710716641	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CBL+TGFBR2	relative_l2_response_error	0.59028867718064293	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CBL+TGFBR2	gene_wise_spearman	0.80135222002118878	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CDKN1C+CDKN1B	relative_l2_response_error	0.65474735530911332	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CDKN1C+CDKN1B	gene_wise_spearman	0.80691453392432178	higher_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CEBPB+MAPK1	relative_l2_response_error	0.57163348913344925	lower_is_better	1931	estimated	
NM-NORMAN-FORMAL-LIN-S246	norman_2019_matched_combination_prediction	pb_linear_additive	linear_additive	246	frozen_test_46	CEBPB+MAPK1	gene_wise_spearman	0.86684006483875664	higher_is_better	1931	estimated	
