analysis_type	partition_id	metric_name	metric_direction	model_a	model_b	continuous_specification	n_conditions	n_strata	unique_winner_count	minimum_kendall_tau_b_vs_aggregate	maximum_aggregate_winner_regret	interaction_dispersion	loo_mae	loo_mse	delta_loo_mae_vs_intercept	delta_loo_mae_vs_av_only	permutation_draws	permutation_interval_low	permutation_interval_high	permutation_exceedance_fraction	status
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_cpa	continuous_intercept	46	0					0.089019939734000006	0.012815828677999999	0	0.010299240877	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_cpa	continuous_effect_rank	46	0					0.081362643563000006	0.012050353316	-0.0076572961709999998	0.002641944707	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_cpa	continuous_additivity_violation_rank	46	0					0.078720698857000004	0.011489640464	-0.010299240877	0	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_cpa	continuous_additive_axes	46	0					0.076299506793999994	0.011590714468	-0.012720432941	-0.0024211920630000001	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_cpa	continuous_axis_interaction	46	0					0.082614800134999999	0.011897630495	-0.0064051395989999996	0.0038941012779999998	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_decoder_only	continuous_intercept	46	0					0.10662600960099999	0.020168317014000001	0	0.0087628822669999999	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_decoder_only	continuous_effect_rank	46	0					0.098252747592999998	0.018691809476999999	-0.0083732620079999993	0.00038962025900000002	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_decoder_only	continuous_additivity_violation_rank	46	0					0.097863127334000002	0.018392907566	-0.0087628822669999999	0	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_decoder_only	continuous_additive_axes	46	0					0.094615066257999994	0.018273851705999999	-0.012010943343	-0.0032480610760000001	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_decoder_only	continuous_axis_interaction	46	0					0.098703840599000003	0.018923398139999999	-0.0079221690020000006	0.00084071326500000001	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_latent_additive	continuous_intercept	46	0					0.096069075653000005	0.016034065651999999	0	0.0052621399079999997	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_latent_additive	continuous_effect_rank	46	0					0.088901026519000004	0.014890059389	-0.0071680491339999996	-0.0019059092260000001	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_latent_additive	continuous_additivity_violation_rank	46	0					0.090806935744999998	0.014343042802	-0.0052621399079999997	0	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_latent_additive	continuous_additive_axes	46	0					0.087035212547999993	0.014328228065	-0.0090338631060000001	-0.0037717231979999999	0				estimated
continuous_pairwise		gene_wise_spearman	higher_is_better	pb_biolord_star	pb_latent_additive	continuous_axis_interaction	46	0					0.092824807457999994	0.014380966631000001	-0.0032442681959999999	0.0020178717119999998	0				estimated
