metric_name	metric_direction	composition_id	lambda_high_av	weight_high_effect	model_id	metric_value	oriented_risk	rank	is_winner	regret
gene_wise_spearman	higher_is_better	lambda_0006	0.0060000000000000001	0.99399999999999999	pb_latent_additive	0.88890651146212463	-0.88890651146212463	1	True	0
gene_wise_spearman	higher_is_better	lambda_0006	0.0060000000000000001	0.99399999999999999	pb_linear_additive	0.8475018785461349	-0.8475018785461349	4	False	0.041404632915989725
gene_wise_spearman	higher_is_better	lambda_0006	0.0060000000000000001	0.99399999999999999	pb_sparse_additive_vae	0.31586358102489409	-0.31586358102489409	6	False	0.57304293043723054
gene_wise_spearman	higher_is_better	lambda_0007	0.0070000000000000001	0.99299999999999999	pb_biolord_star	0.43043875664012282	-0.43043875664012282	5	False	0.45830519897207395
gene_wise_spearman	higher_is_better	lambda_0007	0.0070000000000000001	0.99299999999999999	pb_cpa	0.87009299994440659	-0.87009299994440659	2	False	0.018650955667790181
gene_wise_spearman	higher_is_better	lambda_0007	0.0070000000000000001	0.99299999999999999	pb_decoder_only	0.86757491739190196	-0.86757491739190196	3	False	0.021169038220294811
gene_wise_spearman	higher_is_better	lambda_0007	0.0070000000000000001	0.99299999999999999	pb_latent_additive	0.88874395561219677	-0.88874395561219677	1	True	0
gene_wise_spearman	higher_is_better	lambda_0007	0.0070000000000000001	0.99299999999999999	pb_linear_additive	0.8473075716870595	-0.8473075716870595	4	False	0.041436383925137266
gene_wise_spearman	higher_is_better	lambda_0007	0.0070000000000000001	0.99299999999999999	pb_sparse_additive_vae	0.31591083952366794	-0.31591083952366794	6	False	0.57283311608852883
gene_wise_spearman	higher_is_better	lambda_0008	0.0080000000000000002	0.99199999999999999	pb_biolord_star	0.43039883494066405	-0.43039883494066405	5	False	0.45818256482160485
gene_wise_spearman	higher_is_better	lambda_0008	0.0080000000000000002	0.99199999999999999	pb_cpa	0.86995720674400934	-0.86995720674400934	2	False	0.018624193018259572
gene_wise_spearman	higher_is_better	lambda_0008	0.0080000000000000002	0.99199999999999999	pb_decoder_only	0.86742545614940414	-0.86742545614940414	3	False	0.021155943612864769
gene_wise_spearman	higher_is_better	lambda_0008	0.0080000000000000002	0.99199999999999999	pb_latent_additive	0.88858139976226891	-0.88858139976226891	1	True	0
gene_wise_spearman	higher_is_better	lambda_0008	0.0080000000000000002	0.99199999999999999	pb_linear_additive	0.8471132648279841	-0.8471132648279841	4	False	0.041468134934284806
gene_wise_spearman	higher_is_better	lambda_0008	0.0080000000000000002	0.99199999999999999	pb_sparse_additive_vae	0.31595809802244179	-0.31595809802244179	6	False	0.57262330173982712
gene_wise_spearman	higher_is_better	lambda_0009	0.0090000000000000011	0.99099999999999999	pb_biolord_star	0.43035891324120529	-0.43035891324120529	5	False	0.45805993067113587
gene_wise_spearman	higher_is_better	lambda_0009	0.0090000000000000011	0.99099999999999999	pb_cpa	0.86982141354361209	-0.86982141354361209	2	False	0.018597430368729073
gene_wise_spearman	higher_is_better	lambda_0009	0.0090000000000000011	0.99099999999999999	pb_decoder_only	0.86727599490690654	-0.86727599490690654	3	False	0.021142849005434616
gene_wise_spearman	higher_is_better	lambda_0009	0.0090000000000000011	0.99099999999999999	pb_latent_additive	0.88841884391234116	-0.88841884391234116	1	True	0
gene_wise_spearman	higher_is_better	lambda_0009	0.0090000000000000011	0.99099999999999999	pb_linear_additive	0.84691895796890881	-0.84691895796890881	4	False	0.041499885943432346
gene_wise_spearman	higher_is_better	lambda_0009	0.0090000000000000011	0.99099999999999999	pb_sparse_additive_vae	0.31600535652121564	-0.31600535652121564	6	False	0.57241348739112552
gene_wise_spearman	higher_is_better	lambda_0010	0.01	0.98999999999999999	pb_biolord_star	0.43031899154174652	-0.43031899154174652	5	False	0.45793729652066678
gene_wise_spearman	higher_is_better	lambda_0010	0.01	0.98999999999999999	pb_cpa	0.86968562034321484	-0.86968562034321484	2	False	0.018570667719198464
gene_wise_spearman	higher_is_better	lambda_0010	0.01	0.98999999999999999	pb_decoder_only	0.86712653366440873	-0.86712653366440873	3	False	0.021129754398004574
gene_wise_spearman	higher_is_better	lambda_0010	0.01	0.98999999999999999	pb_latent_additive	0.8882562880624133	-0.8882562880624133	1	True	0
gene_wise_spearman	higher_is_better	lambda_0010	0.01	0.98999999999999999	pb_linear_additive	0.84672465110983341	-0.84672465110983341	4	False	0.041531636952579887
gene_wise_spearman	higher_is_better	lambda_0010	0.01	0.98999999999999999	pb_sparse_additive_vae	0.31605261501998949	-0.31605261501998949	6	False	0.57220367304242381
