run_id	model_id	family	seed	metric_name	metric_direction	composition_id	lambda_high_av	metric_value
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0099	0.099000000000000005	0.40792768334003388
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0100	0.10000000000000001	0.40789080957133028
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0101	0.10100000000000001	0.40785393580262663
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0102	0.10200000000000001	0.40781706203392304
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0103	0.10300000000000001	0.40778018826521933
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0104	0.10400000000000001	0.40774331449651574
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0105	0.105	0.40770644072781209
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0106	0.106	0.4076695669591085
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0107	0.107	0.40763269319040485
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0108	0.108	0.4075958194217012
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0109	0.109	0.40755894565299755
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0110	0.11	0.4075220718842939
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0111	0.111	0.40748519811559031
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0112	0.112	0.40744832434688666
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0113	0.113	0.40741145057818307
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0114	0.114	0.40737457680947942
NM-NORMAN-FORMAL-BIO-S245	pb_biolord_star	latent_causal_representation	245	gene_wise_spearman	higher_is_better	lambda_0115	0.115	0.40733770304077577
