metric_name	metric_direction	composition_id	lambda_high_av	weight_high_effect	model_id	metric_value	oriented_risk	rank	is_winner	regret	aggregate_winner_model_id	conditional_winner_model_ids	selection_regret	aggregate_winner_is_optimal	kendall_tau_b_vs_aggregate
gene_wise_spearman	higher_is_better	lambda_1000	1	0	pb_latent_additive	0.7273259966338631	-0.7273259966338631	2	False	0.0079243553160598008	pb_latent_additive	pb_cpa	0.0079243553160598008	False	0.86666666666666647
gene_wise_spearman	higher_is_better	lambda_1000	1	0	pb_decoder_only	0.71915990359167592	-0.71915990359167592	3	False	0.016090448358246998	pb_latent_additive	pb_cpa	0.0079243553160598008	False	0.86666666666666647
gene_wise_spearman	higher_is_better	lambda_1000	1	0	pb_linear_additive	0.65436086062522325	-0.65436086062522325	4	False	0.080889491324699497	pb_latent_additive	pb_cpa	0.0079243553160598008	False	0.86666666666666647
gene_wise_spearman	higher_is_better	lambda_1000	1	0	pb_biolord_star	0.39079650907756142	-0.39079650907756142	5	False	0.34445384287236153	pb_latent_additive	pb_cpa	0.0079243553160598008	False	0.86666666666666647
gene_wise_spearman	higher_is_better	lambda_1000	1	0	pb_sparse_additive_vae	0.3628385288061009	-0.3628385288061009	6	False	0.37241182314382187	pb_latent_additive	pb_cpa	0.0079243553160598008	False	0.86666666666666647
relative_l2_response_error	lower_is_better	lambda_0000	0	1	pb_latent_additive	0.38103998365725578	0.38103998365725578	1	True	0	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0000	0	1	pb_decoder_only	0.3995555754825495	0.3995555754825495	2	False	0.018515591825293599	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0000	0	1	pb_linear_additive	0.44124288723699828	0.44124288723699828	3	False	0.060202903579742402	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0000	0	1	pb_cpa	0.45997248242419447	0.45997248242419447	4	False	0.0789324987669386	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0000	0	1	pb_biolord_star	0.91761112307123305	0.91761112307123305	5	False	0.53657113941397705	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0000	0	1	pb_sparse_additive_vae	0.92195987573512483	0.92195987573512483	6	False	0.54091989207786895	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0250	0.25	0.75	pb_latent_additive	0.43920082353583972	0.43920082353583972	1	True	0	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0250	0.25	0.75	pb_decoder_only	0.45554828724561358	0.45554828724561358	2	False	0.016347463709773899	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0250	0.25	0.75	pb_cpa	0.49404013797809831	0.49404013797809831	3	False	0.054839314442258501	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0250	0.25	0.75	pb_linear_additive	0.5861232247187611	0.5861232247187611	4	False	0.1469224011829213	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0250	0.25	0.75	pb_sparse_additive_vae	0.89882486027937725	0.89882486027937725	5	False	0.45962403674353741	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0250	0.25	0.75	pb_biolord_star	0.91019342804704284	0.91019342804704284	6	False	0.47099260451120289	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0500	0.5	0.5	pb_latent_additive	0.49736166341442373	0.49736166341442373	1	True	0	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0500	0.5	0.5	pb_decoder_only	0.51154099900867778	0.51154099900867778	2	False	0.0141793355942541	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0500	0.5	0.5	pb_cpa	0.5281077935320021	0.5281077935320021	3	False	0.030746130117578301	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0500	0.5	0.5	pb_linear_additive	0.73100356220052365	0.73100356220052365	4	False	0.23364189878609989	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0500	0.5	0.5	pb_sparse_additive_vae	0.87568984482362955	0.87568984482362955	5	False	0.37832818140920571	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0500	0.5	0.5	pb_biolord_star	0.90277573302285241	0.90277573302285241	6	False	0.40541406960842857	pb_latent_additive	pb_latent_additive	0	True	0.99999999999999978
relative_l2_response_error	lower_is_better	lambda_0750	0.75	0.25	pb_latent_additive	0.55552250329300767	0.55552250329300767	1	True	0	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0750	0.75	0.25	pb_cpa	0.56217544908590578	0.56217544908590578	2	False	0.0066529457928981	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0750	0.75	0.25	pb_decoder_only	0.56753371077174186	0.56753371077174186	3	False	0.0120112074787341	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0750	0.75	0.25	pb_sparse_additive_vae	0.85255482936788185	0.85255482936788185	4	False	0.29703232607487401	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0750	0.75	0.25	pb_linear_additive	0.87588389968228664	0.87588389968228664	5	False	0.3203613963892788	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_0750	0.75	0.25	pb_biolord_star	0.89535803799866198	0.89535803799866198	6	False	0.33983553470565431	pb_latent_additive	pb_latent_additive	0	True	0.73333333333333317
relative_l2_response_error	lower_is_better	lambda_1000	1	0	pb_cpa	0.59624310463980956	0.59624310463980956	1	True	0	pb_latent_additive	pb_cpa	0.017440238531782001	False	0.46666666666666662
relative_l2_response_error	lower_is_better	lambda_1000	1	0	pb_latent_additive	0.61368334317159157	0.61368334317159157	2	False	0.017440238531782001	pb_latent_additive	pb_cpa	0.017440238531782001	False	0.46666666666666662
relative_l2_response_error	lower_is_better	lambda_1000	1	0	pb_decoder_only	0.62352642253480606	0.62352642253480606	3	False	0.027283317894996401	pb_latent_additive	pb_cpa	0.017440238531782001	False	0.46666666666666662
relative_l2_response_error	lower_is_better	lambda_1000	1	0	pb_sparse_additive_vae	0.82941981391213415	0.82941981391213415	4	False	0.2331767092723244	pb_latent_additive	pb_cpa	0.017440238531782001	False	0.46666666666666662
relative_l2_response_error	lower_is_better	lambda_1000	1	0	pb_biolord_star	0.88794034297447166	0.88794034297447166	5	False	0.2916972383346621	pb_latent_additive	pb_cpa	0.017440238531782001	False	0.46666666666666662
relative_l2_response_error	lower_is_better	lambda_1000	1	0	pb_linear_additive	1.0207642371640493	1.0207642371640493	6	False	0.42452113252423962	pb_latent_additive	pb_cpa	0.017440238531782001	False	0.46666666666666662
